;tweetid;stance;emotions;emotion_intensity
4046;1427128233598742533;believe;[0, 0, 1, 0, 0, 0, 0, 0];[0.0, 0.0, 0.266, 0.0, 0.0, 0.0, 0.0, 0.0]
4047;1575029095754506240;deny;[1, 0, 1, 0, 0, 0, 0, 0];[0.758, 0.0, 0.664, 0.0, 0.0, 0.0, 0.0, 0.0]
4048;1424394896778178563;believe;[1, 1, 1, 0, 1, 0, 1, 1];[0.0, 0.22699999999999998, 0.039, 0.0, 0.7120000000000001, 0.0, 0.078, 1.4210000000000003]
4049;1435322187137708035;believe;[0, 0, 0, 0, 0, 0, 0, 1];[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.017]
4050;1433888266802147330;believe;[0, 0, 0, 0, 0, 0, 1, 0];[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.867, 0.0]
4051;1424291589287993346;ambiguous;[0, 0, 0, 1, 0, 0, 0, 0];[0.0, 0.0, 0.0, 0.359, 0.0, 0.0, 0.0, 0.0]
4052;1423631605869031424;believe;[0, 1, 0, 0, 0, 0, 0, 0];[0.0, 0.516, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
4053;1424988887773032451;believe;[0, 1, 0, 1, 0, 0, 1, 1];[0.0, 0.703, 0.0, 0.391, 0.0, 0.0, 0.625, 0.727]
4054;1517585383793569792;deny;[1, 0, 1, 0, 1, 1, 1, 0];[1.797, 0.0, 0.36700000000000005, 0.0, 0.591, 0.8240000000000001, 0.45299999999999996, 0.0]
4055;1423298605755011076;ambiguous;[1, 1, 0, 1, 0, 1, 1, 1];[0.9109999999999999, 0.414, 0.0, 0.6409999999999999, 0.0, 0.406, 0.6409999999999999, 0.42200000000000004]
4056;1430830534922575874;believe;[1, 0, 0, 0, 0, 0, 0, 1];[0.287, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6559999999999999]
4057;1436431729393389571;believe;[1, 1, 0, 1, 0, 0, 1, 1];[0.045, 0.49200000000000005, 0.0, 0.062, 0.0, 0.0, 0.172, 0.664]
4058;1429220638720290820;ambiguous;[0, 1, 0, 0, 0, 0, 0, 1];[0.0, 0.406, 0.0, 0.0, 0.0, 0.0, 0.0, 1.578]
4059;1429921659943718916;believe;[1, 0, 0, 1, 0, 0, 0, 1];[0.485, 0.0, 0.0, 1.039, 0.0, 0.0, 0.0, 0.43]
4060;1423178238919065600;believe;[0, 0, 0, 0, 1, 0, 0, 1];[0.0, 0.0, 0.0, 0.0, 0.13699999999999998, 0.0, 0.0, 0.7969999999999999]
4061;1431441890021359619;believe;[0, 1, 0, 0, 0, 0, 0, 0];[0.0, 0.516, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
4062;1425160245102456832;ambiguous;[1, 0, 0, 1, 1, 1, 0, 0];[0.35100000000000003, 0.0, 0.0, 0.32799999999999996, 0.28600000000000003, 0.281, 0.0, 0.0]
4063;1428109719177211910;ambiguous;[0, 0, 0, 0, 1, 0, 0, 0];[0.0, 0.0, 0.0, 0.0, 0.43799999999999994, 0.0, 0.0, 0.0]
4064;1599494733948022784;deny;[0, 0, 1, 0, 0, 0, 0, 0];[0.0, 0.0, 0.36700000000000005, 0.0, 0.0, 0.0, 0.0, 0.0]
4065;1425315307355131911;believe;[0, 1, 0, 0, 0, 0, 0, 1];[0.0, 0.57, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0230000000000001]
4066;1433916591519928321;believe;[1, 1, 1, 1, 0, 0, 0, 1];[0.424, 0.47700000000000004, 0.102, 0.312, 0.0, 0.0, 0.0, 0.523]
4067;1421052919537938435;ambiguous;[0, 0, 0, 0, 0, 1, 0, 1];[0.0, 0.0, 0.0, 0.0, 0.0, 0.188, 0.0, 0.727]
4068;1432143727452061698;believe;[0, 1, 0, 1, 0, 0, 0, 0];[0.0, 0.648, 0.0, 0.359, 0.0, 0.0, 0.0, 0.0]
4069;1425142058898108417;believe;[0, 0, 0, 1, 0, 0, 1, 0];[0.0, 0.0, 0.0, 0.198, 0.0, 0.0, 0.469, 0.0]
4070;1426206867156619272;ambiguous;[0, 0, 0, 0, 1, 0, 0, 1];[0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.539]
4071;1424916834130677762;believe;[0, 1, 0, 0, 1, 0, 0, 1];[0.0, 0.617, 0.0, 0.0, 0.578, 0.0, 0.0, 0.586]
4072;1427996437602738176;believe;[0, 0, 0, 0, 0, 0, 0, 1];[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.49200000000000005]
4073;1425359381495894018;ambiguous;[0, 1, 0, 0, 1, 0, 0, 1];[0.0, 0.867, 0.0, 0.0, 0.109, 0.0, 0.0, 0.344]
4074;1427929028971929606;ambiguous;[0, 0, 0, 0, 0, 0, 0, 1];[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.516]
4075;1500129248962617349;deny;[1, 0, 1, 1, 0, 0, 0, 0];[0.688, 0.0, 0.594, 0.6559999999999999, 0.0, 0.0, 0.0, 0.0]
4076;1423319118741184520;believe;[1, 1, 0, 1, 1, 1, 1, 1];[0.721, 0.402, 0.0, 1.4849999999999999, 0.44899999999999995, 0.6409999999999999, 1.75, 0.75]
4077;1421971094307852290;ambiguous;[0, 0, 0, 1, 1, 1, 0, 0];[0.0, 0.0, 0.0, 0.5, 0.391, 0.125, 0.0, 0.0]
4078;1421503782471573504;ambiguous;[0, 0, 1, 1, 0, 1, 0, 0];[0.0, 0.0, 0.547, 0.858, 0.0, 0.703, 0.0, 0.0]
4079;1424089502952349700;believe;[0, 0, 0, 1, 0, 1, 1, 1];[0.0, 0.0, 0.0, 1.5530000000000002, 0.0, 0.6409999999999999, 0.828, 1.4849999999999999]
4080;1432433960248913924;believe;[1, 0, 1, 1, 0, 0, 0, 0];[0.75, 0.0, 0.22699999999999998, 0.198, 0.0, 0.0, 0.0, 0.0]
4081;1427518583110873116;ambiguous;[0, 1, 0, 1, 0, 0, 0, 1];[0.0, 0.36700000000000005, 0.0, 0.198, 0.0, 0.0, 0.0, 0.867]
4082;1559616352897351681;deny;[0, 0, 1, 0, 0, 0, 1, 0];[0.0, 0.0, 0.36700000000000005, 0.0, 0.0, 0.0, 0.45299999999999996, 0.0]
4083;1429406346881998856;believe;[0, 1, 0, 0, 0, 0, 0, 1];[0.0, 0.57, 0.0, 0.0, 0.0, 0.0, 0.0, 0.688]
4084;1422269145538826243;ambiguous;[0, 0, 0, 1, 0, 0, 1, 0];[0.0, 0.0, 0.0, 0.688, 0.0, 0.0, 0.852, 0.0]
4085;1429477958570348547;ambiguous;[0, 0, 0, 1, 0, 0, 0, 1];[0.0, 0.0, 0.0, 0.359, 0.0, 0.0, 0.0, 0.789]
4086;1433550194151464961;believe;[1, 1, 0, 0, 0, 1, 1, 1];[0.045, 0.547, 0.0, 0.0, 0.0, 0.031, 0.125, 0.555]
4087;1437747022665187332;believe;[1, 1, 0, 0, 0, 0, 0, 0];[0.182, 0.648, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
4088;1427340398574415876;ambiguous;[0, 1, 0, 0, 1, 0, 0, 0];[0.0, 0.531, 0.0, 0.0, 0.33299999999999996, 0.0, 0.0, 0.0]
4089;1427066954058063872;ambiguous;[1, 1, 1, 1, 1, 1, 0, 1];[0.636, 1.5779999999999998, 0.695, 0.898, 0.624, 1.343, 0.0, 1.218]
4090;1425100244782571523;ambiguous;[0, 0, 0, 1, 0, 0, 0, 0];[0.0, 0.0, 0.0, 0.344, 0.0, 0.0, 0.0, 0.0]
4091;1436351424196087811;believe;[1, 1, 1, 1, 0, 1, 1, 0];[0.19699999999999998, 0.703, 0.297, 0.532, 0.0, 0.373, 0.625, 0.0]
4092;1425693167618121732;believe;[0, 0, 0, 1, 1, 1, 1, 0];[0.0, 0.0, 0.0, 1.4849999999999999, 1.0, 0.6409999999999999, 0.828, 0.0]
4093;1434155880451166212;believe;[0, 0, 1, 0, 0, 0, 1, 1];[0.0, 0.0, 0.16399999999999998, 0.0, 0.0, 0.0, 0.297, 0.8359999999999999]
4094;1515780970389065742;deny;[1, 0, 1, 0, 0, 1, 1, 0];[0.297, 0.0, 0.36700000000000005, 0.0, 0.0, 0.531, 0.45299999999999996, 0.0]
4095;1428372853179756551;ambiguous;[0, 1, 0, 0, 1, 0, 0, 1];[0.0, 0.14800000000000002, 0.0, 0.0, 0.114, 0.0, 0.0, 0.39799999999999996]
4096;1431588260237561860;believe;[0, 0, 1, 0, 0, 1, 0, 1];[0.0, 0.0, 0.695, 0.0, 0.0, 0.348, 0.0, 0.359]
4097;1430393823956377607;ambiguous;[0, 0, 0, 1, 0, 0, 0, 0];[0.0, 0.0, 0.0, 0.7659999999999999, 0.0, 0.0, 0.0, 0.0]
4098;1426137690567811075;believe;[0, 0, 0, 0, 0, 1, 1, 1];[0.0, 0.0, 0.0, 0.0, 0.0, 0.32799999999999996, 0.23399999999999999, 0.39799999999999996]
4099;1432700805438603264;believe;[1, 0, 0, 1, 0, 1, 1, 0];[0.529, 0.0, 0.0, 1.4849999999999999, 0.0, 0.6409999999999999, 0.828, 0.0]
4100;1428075497964118016;ambiguous;[1, 1, 0, 0, 0, 0, 0, 0];[0.266, 0.375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
4101;1430841535436886016;believe;[0, 1, 0, 1, 0, 1, 1, 0];[0.0, 0.516, 0.0, 0.7190000000000001, 0.0, 0.6409999999999999, 0.828, 0.0]
4102;1424835608166367232;ambiguous;[0, 1, 0, 1, 0, 0, 0, 1];[0.0, 0.414, 0.0, 0.203, 0.0, 0.0, 0.0, 0.9380000000000001]
4103;1424004732365033477;believe;[0, 0, 1, 1, 0, 1, 1, 0];[0.0, 0.0, 0.42200000000000004, 1.4220000000000002, 0.0, 1.1099999999999999, 0.828, 0.0]
4104;1424347164025688066;believe;[0, 0, 0, 1, 1, 0, 0, 0];[0.0, 0.0, 0.0, 0.359, 0.25, 0.0, 0.0, 0.0]
4105;1423684429239705609;believe;[0, 0, 0, 0, 1, 0, 0, 0];[0.0, 0.0, 0.0, 0.0, 1.124, 0.0, 0.0, 0.0]
4106;1422228384063672320;believe;[0, 1, 0, 1, 0, 0, 0, 1];[0.0, 0.594, 0.0, 0.47600000000000003, 0.0, 0.0, 0.0, 0.43]
4107;1427305156266364934;believe;[0, 0, 0, 0, 1, 0, 0, 0];[0.0, 0.0, 0.0, 0.0, 0.42200000000000004, 0.0, 0.0, 0.0]
4108;1429340632007446529;believe;[0, 0, 1, 0, 0, 0, 0, 1];[0.0, 0.0, 0.266, 0.0, 0.0, 0.0, 0.0, 0.47700000000000004]
4109;1425484176980054016;believe;[0, 0, 0, 1, 0, 0, 0, 0];[0.0, 0.0, 0.0, 0.198, 0.0, 0.0, 0.0, 0.0]
4110;1570118777878216705;deny;[0, 0, 1, 0, 0, 0, 0, 0];[0.0, 0.0, 0.36700000000000005, 0.0, 0.0, 0.0, 0.0, 0.0]
4111;1421420809403445251;believe;[0, 1, 0, 0, 1, 0, 0, 1];[0.0, 0.406, 0.0, 0.0, 0.515, 0.0, 0.0, 0.609]
4112;1424615084299636737;ambiguous;[0, 0, 1, 0, 0, 0, 0, 0];[0.0, 0.0, 0.711, 0.0, 0.0, 0.0, 0.0, 0.0]
4113;1425039815259541507;believe;[0, 0, 0, 0, 1, 0, 0, 0];[0.0, 0.0, 0.0, 0.0, 0.547, 0.0, 0.0, 0.0]
4114;1425577928490774531;ambiguous;[0, 0, 0, 0, 0, 0, 0, 1];[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.798]
4115;1424190300277387264;ambiguous;[0, 0, 0, 1, 1, 0, 0, 1];[0.0, 0.0, 0.0, 0.203, 0.2, 0.0, 0.0, 0.562]
4116;1422575209127743489;ambiguous;[1, 1, 0, 1, 0, 0, 0, 0];[0.667, 0.5, 0.0, 0.917, 0.0, 0.0, 0.0, 0.0]
4117;1430148243816476674;ambiguous;[0, 1, 0, 0, 0, 0, 1, 1];[0.0, 0.38299999999999995, 0.0, 0.0, 0.0, 0.0, 0.21899999999999997, 0.617]
4118;1422578440260227080;ambiguous;[1, 1, 1, 1, 1, 1, 1, 1];[0.20600000000000002, 0.22699999999999998, 0.24200000000000002, 0.359, 0.09, 0.344, 0.078, 0.406]
4119;1423565878017286144;ambiguous;[0, 1, 0, 1, 1, 1, 1, 0];[0.0, 0.633, 0.0, 0.7190000000000001, 0.266, 0.6409999999999999, 0.828, 0.0]
4120;1425484648474312707;believe;[0, 0, 0, 1, 0, 1, 1, 1];[0.0, 0.0, 0.0, 1.8439999999999999, 0.0, 0.6409999999999999, 0.828, 1.6880000000000002]
4121;1423723555590713352;ambiguous;[0, 0, 0, 0, 1, 0, 0, 0];[0.0, 0.0, 0.0, 0.0, 1.088, 0.0, 0.0, 0.0]
4122;1427531810662199313;believe;[0, 1, 0, 0, 0, 0, 0, 1];[0.0, 0.43, 0.0, 0.0, 0.0, 0.0, 0.0, 1.024]
4123;1432379508150132748;believe;[0, 1, 0, 1, 0, 0, 0, 0];[0.0, 0.633, 0.0, 0.198, 0.0, 0.0, 0.0, 0.0]
4124;1434841973316227073;believe;[0, 0, 0, 0, 0, 0, 0, 1];[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.562]
4125;1421796034943008768;believe;[0, 1, 0, 0, 1, 1, 1, 0];[0.0, 1.312, 0.0, 0.0, 1.626, 0.016, 0.266, 0.0]
4126;1422536643303690240;believe;[0, 0, 0, 0, 0, 0, 1, 1];[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.172, 1.016]
4127;1437687640434692101;believe;[0, 1, 0, 0, 0, 0, 0, 1];[0.0, 0.414, 0.0, 0.0, 0.0, 0.0, 0.0, 1.086]
4128;1558983491177422849;deny;[0, 0, 1, 0, 0, 0, 1, 0];[0.0, 0.0, 0.36700000000000005, 0.0, 0.0, 0.0, 0.45299999999999996, 0.0]
4129;1590884240069054464;deny;[0, 0, 1, 0, 0, 0, 0, 0];[0.0, 0.0, 0.36700000000000005, 0.0, 0.0, 0.0, 0.0, 0.0]
4130;1421584796606550016;believe;[0, 0, 1, 0, 1, 0, 0, 1];[0.0, 0.0, 0.68, 0.0, 1.137, 0.0, 0.0, 0.359]
4131;1428695875161886721;believe;[1, 0, 0, 1, 0, 0, 0, 0];[0.172, 0.0, 0.0, 0.203, 0.0, 0.0, 0.0, 0.0]
4132;1424782768383344645;believe;[1, 0, 0, 1, 0, 0, 0, 0];[0.6409999999999999, 0.0, 0.0, 1.2349999999999999, 0.0, 0.0, 0.0, 0.0]
4133;1428631687492116481;believe;[1, 0, 0, 1, 0, 1, 0, 0];[1.061, 0.0, 0.0, 1.047, 0.0, 0.9059999999999999, 0.0, 0.0]
4134;1426260832443408393;believe;[0, 0, 0, 1, 0, 0, 0, 0];[0.0, 0.0, 0.0, 0.198, 0.0, 0.0, 0.0, 0.0]
4135;1420928573213454339;ambiguous;[0, 0, 1, 1, 0, 0, 0, 0];[0.0, 0.0, 0.188, 0.297, 0.0, 0.0, 0.0, 0.0]
4136;1519516359842877442;deny;[1, 0, 1, 1, 0, 1, 1, 0];[0.297, 0.0, 0.8440000000000001, 0.198, 0.0, 1.0939999999999999, 0.45299999999999996, 0.0]
4137;1556260050276073472;deny;[0, 0, 1, 0, 0, 1, 1, 0];[0.0, 0.0, 0.36700000000000005, 0.0, 0.0, 0.406, 0.45299999999999996, 0.0]
4138;1425020873497583617;believe;[1, 0, 1, 1, 0, 1, 1, 0];[0.735, 0.0, 0.594, 2.4379999999999997, 0.0, 1.5519999999999998, 1.664, 0.0]
4139;1423212232108826624;believe;[0, 0, 0, 0, 1, 0, 1, 1];[0.0, 0.0, 0.0, 0.0, 0.212, 0.0, 0.125, 0.617]
4140;1570882805458145281;deny;[0, 0, 1, 0, 0, 0, 0, 0];[0.0, 0.0, 0.36700000000000005, 0.0, 0.0, 0.0, 0.0, 0.0]
4141;1435458540974399490;believe;[1, 0, 1, 1, 0, 1, 0, 0];[0.894, 0.0, 0.9059999999999999, 0.87, 0.0, 1.109, 0.0, 0.0]
4142;1431468028412137476;believe;[0, 0, 1, 0, 0, 0, 0, 0];[0.0, 0.0, 0.21899999999999997, 0.0, 0.0, 0.0, 0.0, 0.0]
4143;1434521094342512641;believe;[0, 0, 0, 0, 0, 0, 0, 1];[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.562]
4144;1435671863146000387;believe;[0, 1, 0, 0, 0, 0, 0, 0];[0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
4145;1424121923139784709;ambiguous;[0, 0, 0, 1, 0, 0, 0, 0];[0.0, 0.0, 0.0, 0.198, 0.0, 0.0, 0.0, 0.0]
4146;1560360867597885441;deny;[0, 0, 1, 0, 0, 0, 1, 0];[0.0, 0.0, 0.36700000000000005, 0.0, 0.0, 0.0, 1.281, 0.0]
4147;1429277512178171915;believe;[0, 0, 0, 1, 0, 0, 0, 0];[0.0, 0.0, 0.0, 0.198, 0.0, 0.0, 0.0, 0.0]
4148;1427215860062572544;ambiguous;[0, 1, 0, 0, 1, 0, 0, 1];[0.0, 0.648, 0.0, 0.0, 0.375, 0.0, 0.0, 0.45299999999999996]
4149;1428522671973797897;believe;[0, 1, 0, 1, 0, 0, 0, 1];[0.0, 0.578, 0.0, 1.3279999999999998, 0.0, 0.0, 0.0, 0.562]
4150;1434793743169769474;believe;[0, 0, 0, 0, 0, 0, 0, 1];[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.68]
4151;1430860454138716164;believe;[0, 0, 0, 1, 0, 0, 0, 0];[0.0, 0.0, 0.0, 0.964, 0.0, 0.0, 0.0, 0.0]
4152;1434568820111335434;believe;[0, 0, 0, 0, 0, 0, 0, 1];[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.47700000000000004]
4153;1428382595046416392;believe;[1, 1, 0, 1, 0, 1, 1, 1];[0.765, 0.57, 0.0, 2.4530000000000003, 0.0, 1.5579999999999998, 1.531, 1.407]
4154;1428012978062852100;ambiguous;[0, 1, 0, 1, 0, 1, 1, 0];[0.0, 0.57, 0.0, 1.3519999999999999, 0.0, 0.75, 0.648, 0.0]
4155;1425498289013592064;ambiguous;[1, 1, 1, 0, 0, 0, 0, 1];[1.029, 0.516, 0.445, 0.0, 0.0, 0.0, 0.0, 0.47700000000000004]
4156;1426530675331526656;believe;[0, 1, 0, 1, 0, 1, 1, 0];[0.0, 0.523, 0.0, 0.7190000000000001, 0.0, 0.6409999999999999, 0.828, 0.0]
4157;1429136928083832832;believe;[0, 0, 0, 1, 0, 1, 1, 0];[0.0, 0.0, 0.0, 1.355, 0.0, 0.6409999999999999, 0.828, 0.0]
4158;1429163519044464656;believe;[0, 0, 0, 0, 0, 0, 0, 1];[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.2890000000000001]
4159;1590016475598757888;deny;[1, 0, 1, 0, 0, 0, 0, 0];[1.722, 0.0, 1.062, 0.0, 0.0, 0.0, 0.0, 0.0]
4160;1423418271739662336;believe;[0, 0, 1, 0, 0, 0, 0, 0];[0.0, 0.0, 0.266, 0.0, 0.0, 0.0, 0.0, 0.0]
4161;1428478345667354627;believe;[1, 0, 0, 1, 0, 1, 1, 0];[0.485, 0.0, 0.0, 0.7190000000000001, 0.0, 0.6409999999999999, 0.828, 0.0]
4162;1422646178550886401;believe;[1, 0, 0, 1, 0, 0, 0, 0];[0.667, 0.0, 0.0, 1.605, 0.0, 0.0, 0.0, 0.0]
4163;1428345860715433996;ambiguous;[0, 0, 0, 0, 0, 0, 0, 1];[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5]
4164;1506803183783493633;deny;[1, 0, 1, 1, 0, 1, 1, 0];[0.297, 0.0, 0.8590000000000001, 0.198, 0.0, 0.406, 0.45299999999999996, 0.0]
4165;1427285336233754626;ambiguous;[1, 1, 0, 1, 1, 0, 0, 1];[0.485, 0.445, 0.0, 0.031, 0.294, 0.0, 0.0, 0.509]
4166;1429184784786468865;ambiguous;[1, 0, 1, 1, 0, 0, 0, 0];[0.636, 0.0, 0.703, 0.484, 0.0, 0.0, 0.0, 0.0]
4167;1580561722032934918;deny;[1, 0, 1, 0, 0, 0, 0, 0];[1.188, 0.0, 1.4680000000000002, 0.0, 0.0, 0.0, 0.0, 0.0]
4168;1428983700973305856;believe;[1, 1, 0, 1, 0, 0, 1, 1];[0.09, 0.9840000000000001, 0.0, 0.322, 0.0, 0.0, 0.344, 1.484]
4169;1421940799240130565;ambiguous;[0, 0, 0, 0, 0, 0, 0, 1];[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.609]
4170;1568184178084319234;deny;[0, 0, 1, 0, 0, 0, 1, 0];[0.0, 0.0, 0.36700000000000005, 0.0, 0.0, 0.0, 0.6719999999999999, 0.0]
4171;1436645690315317249;believe;[1, 1, 0, 0, 0, 0, 1, 1];[0.721, 0.57, 0.0, 0.0, 0.0, 0.0, 0.961, 0.43]
4172;1429841563820204034;believe;[1, 0, 1, 1, 0, 1, 0, 1];[0.19699999999999998, 0.0, 0.297, 0.141, 0.0, 0.373, 0.0, 0.6409999999999999]
4173;1431613241071964163;believe;[0, 0, 0, 1, 0, 1, 1, 0];[0.0, 0.0, 0.0, 0.917, 0.0, 0.6409999999999999, 0.828, 0.0]
4174;1597795903829872640;deny;[0, 0, 1, 0, 0, 0, 0, 0];[0.0, 0.0, 0.36700000000000005, 0.0, 0.0, 0.0, 0.0, 0.0]
4175;1429805633155514368;ambiguous;[1, 1, 1, 1, 0, 1, 1, 0];[0.261, 0.516, 0.25, 0.5940000000000001, 0.0, 0.509, 0.38299999999999995, 0.0]
4176;1424709238996226052;believe;[0, 1, 0, 1, 0, 0, 0, 0];[0.0, 0.516, 0.0, 0.7659999999999999, 0.0, 0.0, 0.0, 0.0]
4177;1421956529213911040;believe;[1, 0, 0, 1, 0, 1, 1, 0];[0.609, 0.0, 0.0, 1.355, 0.0, 0.6409999999999999, 0.828, 0.0]
4178;1425920961375735808;ambiguous;[1, 1, 0, 1, 1, 0, 1, 1];[0.045, 0.49200000000000005, 0.0, 0.062, 1.635, 0.0, 0.172, 1.4140000000000001]
4179;1436064086840721408;believe;[1, 0, 0, 1, 0, 0, 0, 0];[0.529, 0.0, 0.0, 0.7659999999999999, 0.0, 0.0, 0.0, 0.0]
4180;1432190828265582592;believe;[1, 1, 0, 1, 0, 0, 0, 1];[0.039, 0.469, 0.0, 0.062, 0.0, 0.0, 0.0, 1.187]
4181;1425405129528778752;ambiguous;[0, 1, 0, 1, 0, 0, 1, 1];[0.0, 0.727, 0.0, 0.45, 0.0, 0.0, 0.695, 0.851]
4182;1425360289294336001;believe;[0, 0, 0, 1, 0, 0, 1, 1];[0.0, 0.0, 0.0, 0.198, 0.0, 0.0, 0.516, 0.406]
4183;1589728830285316096;deny;[0, 0, 1, 0, 0, 0, 0, 0];[0.0, 0.0, 0.9369999999999999, 0.0, 0.0, 0.0, 0.0, 0.0]
4184;1557946119715311616;deny;[0, 0, 1, 0, 0, 1, 1, 0];[0.0, 0.0, 0.36700000000000005, 0.0, 0.0, 0.406, 0.45299999999999996, 0.0]
4185;1433143088860512258;believe;[0, 0, 0, 1, 0, 1, 1, 1];[0.0, 0.0, 0.0, 2.376, 0.0, 0.812, 1.2819999999999998, 0.648]
4186;1424933341258715136;ambiguous;[0, 1, 0, 0, 1, 0, 0, 1];[0.0, 0.406, 0.0, 0.0, 0.7040000000000001, 0.0, 0.0, 1.024]
4187;1425857266121576449;ambiguous;[0, 0, 0, 0, 1, 0, 0, 0];[0.0, 0.0, 0.0, 0.0, 0.125, 0.0, 0.0, 0.0]
4188;1435018926350606339;believe;[1, 0, 1, 0, 0, 0, 0, 0];[0.21899999999999997, 0.0, 0.445, 0.0, 0.0, 0.0, 0.0, 0.0]
4189;1425279576817553408;ambiguous;[0, 1, 0, 0, 1, 0, 1, 1];[0.0, 0.406, 0.0, 0.0, 0.606, 0.0, 0.523, 1.359]
4190;1427619116840587268;ambiguous;[0, 0, 0, 1, 1, 0, 1, 1];[0.0, 0.0, 0.0, 0.198, 0.606, 0.0, 0.406, 1.704]
4191;1428073536216834052;believe;[0, 0, 0, 0, 0, 0, 0, 1];[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7340000000000001]
4192;1421552587237695489;ambiguous;[0, 0, 0, 0, 1, 0, 0, 1];[0.0, 0.0, 0.0, 0.0, 1.088, 0.0, 0.0, 1.242]
4193;1424705693978931202;believe;[1, 0, 1, 1, 0, 0, 0, 0];[0.266, 0.0, 0.086, 0.722, 0.0, 0.0, 0.0, 0.0]
4194;1435591666417782789;believe;[0, 0, 0, 0, 0, 0, 1, 0];[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.49200000000000005, 0.0]
4195;1420877222542340096;ambiguous;[1, 1, 0, 1, 1, 0, 1, 0];[0.045, 0.49200000000000005, 0.0, 0.062, 0.375, 0.0, 0.172, 0.0]
4196;1427303067939131400;believe;[1, 1, 1, 0, 1, 1, 0, 1];[0.32799999999999996, 1.1560000000000001, 0.305, 0.0, 2.2, 0.281, 0.0, 0.617]
4197;1422899838195208196;believe;[0, 0, 0, 1, 0, 1, 1, 0];[0.0, 0.0, 0.0, 2.121, 0.0, 0.6409999999999999, 0.828, 0.0]
4198;1431018524227612673;believe;[0, 1, 0, 0, 0, 0, 0, 0];[0.0, 0.35200000000000004, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
4199;1425567344273682435;ambiguous;[1, 0, 1, 1, 0, 1, 1, 0];[0.721, 0.0, 0.696, 1.172, 0.0, 0.758, 0.812, 0.0]
4200;1438711224611520514;believe;[1, 1, 0, 1, 1, 1, 1, 1];[0.09, 1.094, 0.0, 1.4849999999999999, 0.605, 0.7029999999999998, 1.0779999999999998, 1.469]
4201;1424846088452837381;believe;[0, 0, 0, 0, 0, 0, 0, 1];[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.664]
4202;1428063428804022279;ambiguous;[0, 1, 0, 1, 0, 0, 0, 0];[0.0, 0.375, 0.0, 0.7659999999999999, 0.0, 0.0, 0.0, 0.0]
4203;1425368858500681729;ambiguous;[0, 1, 0, 0, 0, 0, 0, 0];[0.0, 0.57, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
4204;1421067592962293767;believe;[0, 1, 0, 0, 0, 0, 0, 1];[0.0, 0.984, 0.0, 0.0, 0.0, 0.0, 0.0, 0.406]
4205;1423469545533022208;believe;[1, 0, 0, 0, 1, 0, 1, 0];[1.218, 0.0, 0.0, 0.0, 0.344, 0.0, 0.578, 0.0]
4206;1426174612174479373;believe;[0, 0, 0, 0, 0, 0, 0, 1];[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.3279999999999998]
4207;1558154118040064003;deny;[1, 0, 0, 0, 0, 0, 1, 0];[1.1469999999999998, 0.0, 0.0, 0.0, 0.0, 0.0, 0.49200000000000005, 0.0]
4208;1427777816800661505;ambiguous;[0, 0, 0, 1, 1, 0, 0, 0];[0.0, 0.0, 0.0, 0.636, 0.297, 0.0, 0.0, 0.0]
4209;1425215546392465410;believe;[0, 0, 0, 0, 1, 0, 0, 0];[0.0, 0.0, 0.0, 0.0, 0.43799999999999994, 0.0, 0.0, 0.0]
4210;1429133467799867401;believe;[1, 1, 1, 1, 0, 0, 1, 1];[0.455, 0.22699999999999998, 0.641, 0.45299999999999996, 0.0, 0.0, 0.6559999999999999, 1.0939999999999999]
